2025-08-28 21:45:38.204 INFO  [restartedMain] com.farmflow.FarmFlowApplication - Starting FarmFlowApplication using Java 21.0.4 with PID 76576 (/mnt/NewVolume/code/agri-project/FarmFlow/target/classes started by pranjal in /mnt/NewVolume/code/agri-project/FarmFlow)
2025-08-28 21:45:50.990 INFO  [restartedMain] o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
2025-08-28 21:45:51.185 INFO  [restartedMain] o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2025-08-28 21:45:51.212 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
2025-08-28 21:45:51.217 INFO  [restartedMain] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2025-08-28 21:45:51.226 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Disable delta property : false
2025-08-28 21:45:51.226 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
2025-08-28 21:45:51.226 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
2025-08-28 21:45:51.226 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Application is null : false
2025-08-28 21:45:51.226 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
2025-08-28 21:45:51.226 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Application version is -1: true
2025-08-28 21:45:51.226 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
2025-08-28 21:45:51.679 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - The response status is 200
2025-08-28 21:45:51.680 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
2025-08-28 21:45:51.682 INFO  [restartedMain] c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
2025-08-28 21:45:51.684 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1756397751683 with initial instances count: 0
2025-08-28 21:45:51.694 INFO  [restartedMain] o.s.c.n.e.s.EurekaServiceRegistry - Registering application AGRI-JAVA with eureka with status UP
2025-08-28 21:45:51.695 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1756397751695, current=UP, previous=STARTING]
2025-08-28 21:45:51.696 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-08-28 21:45:51.697 INFO  [DiscoveryClient-InstanceInfoReplicator-%d] c.netflix.discovery.DiscoveryClient - DiscoveryClient_AGRI-JAVA/172.25.211.144:AGRI-JAVA:8080: registering service...
2025-08-28 21:45:51.707 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-08-28 21:45:51.708 INFO  [restartedMain] o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8080
2025-08-28 21:45:51.749 INFO  [restartedMain] com.farmflow.FarmFlowApplication - Started FarmFlowApplication in 14.144 seconds (process running for 15.053)
2025-08-28 21:45:51.798 INFO  [DiscoveryClient-InstanceInfoReplicator-%d] c.netflix.discovery.DiscoveryClient - DiscoveryClient_AGRI-JAVA/172.25.211.144:AGRI-JAVA:8080 - registration status: 204
2025-08-28 21:45:52.334 INFO  [RMI TCP Connection(8)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-08-28 21:45:52.335 INFO  [RMI TCP Connection(8)-127.0.0.1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-08-28 21:45:52.338 INFO  [RMI TCP Connection(8)-127.0.0.1] o.s.web.servlet.DispatcherServlet - Completed initialization in 3 ms
