2025-09-01 21:05:27.400 INFO  [restartedMain] com.farmflow.FarmFlowApplication - Starting FarmFlowApplication using Java 21.0.4 with PID 22182 (/mnt/NewVolume/code/agri-project/FarmFlow/target/classes started by pranjal in /mnt/NewVolume/code/agri-project/FarmFlow)
2025-09-01 21:05:33.626 INFO  [restartedMain] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@44fea94a
2025-09-01 21:05:33.629 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-09-01 21:05:33.825 INFO  [restartedMain] o.hibernate.orm.connections.pooling - HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 8.0.43
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2025-09-01 21:05:35.237 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-09-01 21:05:35.592 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-09-01 21:05:36.029 INFO  [restartedMain] o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2025-09-01 21:05:38.699 INFO  [restartedMain] o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider
2025-09-01 21:05:38.701 WARN  [restartedMain] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2025-09-01 21:05:39.488 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-09-01 21:05:39.634 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-09-01 21:05:39.794 INFO  [restartedMain] o.s.c.o.FeignClientFactoryBean - For 'ML-SERVICE' URL not provided. Will try picking an instance via load-balancing.
2025-09-01 21:05:41.004 INFO  [restartedMain] o.s.b.a.e.web.EndpointLinksResolver - Exposing 18 endpoints beneath base path '/actuator'
2025-09-01 21:05:41.074 INFO  [restartedMain] c.f.config.security.SecurityConfig - SecurityConfig : securityFilterChain() : Execution Start
2025-09-01 21:05:41.114 INFO  [restartedMain] c.f.config.security.SecurityConfig - SecurityConfig : securityFilterChain() : Execution Complete
2025-09-01 21:05:41.408 INFO  [restartedMain] o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2025-09-01 21:05:41.994 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'productCacheByFarmer' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.995 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'userCacheById' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.995 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'productCacheAll' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.996 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'reviewCacheAll' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.996 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'addressAllCache' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.996 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'userCacheAll' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.996 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'imageCache' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.996 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'addressByUserCache' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.996 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'reviewCacheByProduct' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.996 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'fileCache' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.996 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'productCacheByCategory' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.997 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'reviewCacheByUser' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.997 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'productCacheById' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.997 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'orderCache' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.997 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'farmerCache' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.997 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'categoryCache' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.997 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'reviewCacheById' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.997 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'productCacheAvailable' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.997 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'cartCache' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.997 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'addressByIdCache' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:41.998 WARN  [restartedMain] i.m.c.i.b.cache.CaffeineCacheMetrics - The cache 'userCache' is not recording statistics. No meters except 'cache.size' will be registered. Call 'Caffeine#recordStats()' prior to building the cache for metrics to be recorded.
2025-09-01 21:05:42.577 INFO  [restartedMain] o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
2025-09-01 21:05:42.838 INFO  [restartedMain] o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2025-09-01 21:05:42.885 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
2025-09-01 21:05:42.891 INFO  [restartedMain] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2025-09-01 21:05:42.904 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Disable delta property : false
2025-09-01 21:05:42.904 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
2025-09-01 21:05:42.904 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
2025-09-01 21:05:42.904 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Application is null : false
2025-09-01 21:05:42.905 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
2025-09-01 21:05:42.905 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Application version is -1: true
2025-09-01 21:05:42.905 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
2025-09-01 21:05:44.105 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - The response status is 200
2025-09-01 21:05:44.106 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
2025-09-01 21:05:44.109 INFO  [restartedMain] c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
2025-09-01 21:05:44.111 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1756740944110 with initial instances count: 0
2025-09-01 21:05:44.127 INFO  [restartedMain] o.s.c.n.e.s.EurekaServiceRegistry - Registering application AGRI-JAVA with eureka with status UP
2025-09-01 21:05:44.127 INFO  [restartedMain] c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1756740944127, current=UP, previous=STARTING]
2025-09-01 21:05:44.129 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-09-01 21:05:44.130 INFO  [DiscoveryClient-InstanceInfoReplicator-%d] c.netflix.discovery.DiscoveryClient - DiscoveryClient_AGRI-JAVA/172.25.243.26:AGRI-JAVA:8080: registering service...
2025-09-01 21:05:44.147 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-09-01 21:05:44.148 INFO  [restartedMain] o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8080
2025-09-01 21:05:44.206 INFO  [restartedMain] com.farmflow.FarmFlowApplication - Started FarmFlowApplication in 17.645 seconds (process running for 19.561)
2025-09-01 21:05:44.415 INFO  [DiscoveryClient-InstanceInfoReplicator-%d] c.netflix.discovery.DiscoveryClient - DiscoveryClient_AGRI-JAVA/172.25.243.26:AGRI-JAVA:8080 - registration status: 204
2025-09-01 21:05:44.588 INFO  [RMI TCP Connection(4)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-09-01 21:05:44.589 INFO  [RMI TCP Connection(4)-127.0.0.1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-09-01 21:05:44.592 INFO  [RMI TCP Connection(4)-127.0.0.1] o.s.web.servlet.DispatcherServlet - Completed initialization in 3 ms
